   49.999999999999993                            NaN   4.0100251544906741E-003   7.8736550352366828E-005
   52.034806263855032       -5.2922193040292557E-004   3.9693541657744779E-003   7.2708868576706255E-005
   54.152421258338535       -5.0244985422307474E-004   3.9220097083419682E-003   6.6322726656810942E-005
   56.356214977926214       -4.7616245523898407E-004   3.8684069152686673E-003   6.0383816352821728E-005
   58.649694562811121       -4.5045353536276260E-004   3.8090589075215862E-003   5.4876285442879207E-005
   61.036509880202971       -4.2541236299794942E-004   3.7445546695709397E-003   4.9783525170323367E-005
   63.520459332764709       -4.0112424077210591E-004   3.6755319964148605E-003   4.5088779471378027E-005
   66.105495903429883       -3.7765695834176584E-004   3.6026482389627519E-003   4.0773124644298528E-005
   68.795733446220737       -3.5506697932406148E-004   3.5265518136589351E-003   3.6816815301170924E-005
   71.595453233078118       -3.3339652298285734E-004   3.4478571861853383E-003   3.3199335515920512E-005
   74.509110767122280       -3.1267161813622150E-004   3.3671253669847415E-003   2.9899027408578529E-005
   77.541342873186451       -2.9290432543175476E-004   3.2848510377090604E-003   2.6894380990706096E-005
   80.696975076908274       -2.7409862679219629E-004   3.2014564673633968E-003   2.4164617049803063E-005
   83.981029284121206       -2.5624473923617513E-004   3.1172915564179082E-003   2.1688844888908130E-005
   87.398731772767675       -2.3932414905463283E-004   3.0326387831946270E-003   1.9446789095617248E-005
   90.955521510051938       -2.2332361594583076E-004   2.9477215571125609E-003   1.7419051196331429E-005
   94.657058808069053       -2.0818801558760629E-004   2.8627144777627900E-003   1.5587271442748970E-005
   98.509234331684112       -1.9389760528023338E-004   2.7777541853822581E-003   1.3934236934512880E-005
   102.51817847299755       -1.8041745574884062E-004   2.6929497820625085E-003   1.2443911449871986E-005
   106.69027110731489       -1.6771148871003934E-004   2.6083921279700870E-003   1.1101408163150232E-005
   111.03215174614596       -1.5574612541648003E-004   2.5241616180136251E-003   9.8932502475688964E-006
   115.55073010339322       -1.4448709628364011E-004   2.4403342904947820E-003   8.8069572469131920E-006
   120.25319709154131       -1.3390164204836791E-004   2.3569862991980580E-003   7.8311530065336634E-006
   125.14703626535062       -1.2395861606980581E-004   2.2741968969104452E-003   6.9555752756031274E-006
   130.24003573126313       -1.1462676321481585E-004   2.1920501419807801E-003   6.1705822722197567E-006
   135.54030054147674       -1.0587631138386665E-004   2.1106355634282672E-003   5.4674821340269555E-006
   141.05626559240849       -9.7752841489623461E-005   2.0300480170377198E-003   4.8383940392165399E-006
   146.79670904807722       -9.0068312747205201E-005   1.9503869454915311E-003   4.2761380613067584E-006
   152.77076630976379       -8.2891266778346040E-005   1.8717552279163281E-003   3.7742692801165221E-006
